Event Name Clean,Date,Start Time,End Time,Day of Week,Month,Month Number,Season,Week of Year,Is Weekend,Start Hour,Time of Day,Duration (hours),Duration Category,Artists,Number of Artists,Has Artists,Venue,Venue Clean,Is TBA Venue,Number of guests attending,Attendance Category,Has Attendance Data,Genres,Primary Genre,Number of Genres,Genre IDs,Event URL,Promoter/Series,Is Cancelled
Techniza,2025-02-08,2025-02-08 23:59:00,2025-02-09 06:00:00,Saturday,February,2,Winter,6,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"Bÿständer, C-Star, Devønn, Paul Franc",4,True,TBA - 455 GRANVILLE ST,455 GRANVILLE ST,True,18,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2092770,Other,False
One Winged Angel LIVE presents estoc,2025-02-08,2025-02-08 21:00:00,2025-02-09 01:00:00,Saturday,February,2,Winter,6,True,21,Evening (5pm-10pm),4.0,Medium (3-6 hrs),"estoc, Matt Tecson",2,True,KW Studios,KW Studios,False,9,Small (0-50),True,"Hardcore, Experimental",Hardcore,2,"11, 25",/events/2066289,Other,False
BLACK BOX,2025-02-08,2025-02-08 21:00:00,2025-02-09 02:00:00,Saturday,February,2,Winter,6,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),Jesse Walker,1,True,The Lido,The Lido,False,9,Small (0-50),True,"House, Disco",House,2,"6, 21",/events/2087745,Other,False
raen,2025-02-08,2025-02-08 19:00:00,2025-02-08 23:00:00,Saturday,February,2,Winter,6,True,19,Evening (5pm-10pm),4.0,Medium (3-6 hrs),raen,1,True,Mum's the Word,Mum's the Word,False,1,Small (0-50),True,"House, Disco",House,2,"6, 21",/events/2087462,Other,False
Gorg-O-Mish Presents: Nick Andrew & Techoma,2025-02-08,2025-02-08 02:00:00,2025-02-09 08:00:00,Saturday,February,2,Winter,6,True,2,Late Night (10pm-6am),30.0,Long (6+ hrs),,0,False,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2092721,Gorg-O-Mish Presents,False
"Elijah Presents: Close The App, Make The Ting",2025-02-09,2025-02-09 15:30:00,2025-02-09 22:30:00,Sunday,February,2,Winter,6,True,15,Afternoon (12pm-5pm),7.0,Long (6+ hrs),Elijah,1,True,TBA - 254 E Georgia St,254 E Georgia St,True,2,Small (0-50),True,Grime,Grime,1,27,/events/2098176,Elijah Presents,False
Gorg-O-Mish Presents: Caylem Simeon & Eric Allen,2025-02-09,2025-02-09 02:00:00,2025-02-10 08:00:00,Sunday,February,2,Winter,6,True,2,Late Night (10pm-6am),30.0,Long (6+ hrs),,0,False,Gorg-O-Mish,Gorg-O-Mish,False,0,No data,False,"Techno, House",Techno,2,"5, 6",/events/2092732,Gorg-O-Mish Presents,False
Call Super & Donna Crooner,2025-02-14,2025-02-14 23:00:00,2025-02-15 03:00:00,Friday,February,2,Winter,7,True,23,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Call Super, Donna Crooner",2,True,TBA - Vancouver,Vancouver,True,250,Large (150-300),True,,Unknown,0,,/events/2074930,Other,False
"VTK163: Christopher Lawrence, Psydalife, Goa Pete, HighCUE",2025-02-14,2025-02-14 23:00:00,2025-02-15 06:00:00,Friday,February,2,Winter,7,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Christopher Lawrence, Psydalife, Goa Pete, HighCUE",4,True,Industrial 236,Industrial 236,False,153,Large (150-300),True,Trance,Trance,1,2,/events/2086598,VTK163,False
"DOLLY Valentine's with Carlos Souffront (SF) + Syd Woz, John Lotman",2025-02-14,2025-02-14 22:00:00,2025-02-15 05:00:00,Friday,February,2,Winter,7,True,22,Late Night (10pm-6am),7.0,Long (6+ hrs),"Carlos Souffront, Syd Woz",2,True,TBA - Vancouver,Vancouver,True,79,Medium (50-150),True,"Techno, Acid",Techno,2,"5, 32",/events/2078455,Other,False
Lonely Hearts Club: MadebyRunners Vol. 4,2025-02-14,2025-02-14 21:00:00,2025-02-15 02:00:00,Friday,February,2,Winter,7,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),Saem,1,True,ANZA Club,ANZA Club,False,104,Medium (50-150),True,House,House,1,6,/events/2082706,Lonely Hearts Club,False
With Love From Montreal /// New Venue ///,2025-02-14,2025-02-14 23:00:00,2025-02-15 05:00:00,Friday,February,2,Winter,7,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Cristobal Urbina, Kozue, Lalo Campo",3,True,Platform9,Platform9,False,36,Small (0-50),True,House,House,1,6,/events/2086431,Other,False
LOV3 B2B,2025-02-14,2025-02-14 20:00:00,2025-02-15 03:00:00,Friday,February,2,Winter,7,True,20,Evening (5pm-10pm),7.0,Long (6+ hrs),"C-Star, Bÿständer, AWood, Lucci (CA), untorn, HiROSE, Bronsön, buny",8,True,TBA - Vancouver,Vancouver,True,19,Small (0-50),True,Techno,Techno,1,5,/events/2098153,Other,False
STACKED pres. camoufly,2025-02-14,2025-02-14 22:00:00,2025-02-15 02:00:00,Friday,February,2,Winter,7,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),camoufly,1,True,Village Studios,Village Studios,False,4,Small (0-50),True,"House, Garage",House,2,"6, 13",/events/2080698,Other,False
"FEEL THE MUSIC, FEEL THE LOVE",2025-02-14,2025-02-14 23:59:00,2025-02-15 06:00:00,Friday,February,2,Winter,7,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"Adam 2, Ev O'Reilly, dj_2button",3,True,TBA - 455 GRANVILLE ST,455 GRANVILLE ST,True,2,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2102203,Other,False
"VTK164: Robag Wruhme, Khotin, Kozue",2025-02-15,2025-02-15 23:00:00,2025-02-16 05:00:00,Saturday,February,2,Winter,7,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Robag Wruhme, Khotin, Kozue",3,True,Industrial 236,Industrial 236,False,228,Large (150-300),True,House,House,1,6,/events/2083207,VTK164,False
VTK 165: Cataria & C-Star (Open to Close),2025-02-15,2025-02-15 23:59:00,2025-02-16 06:00:00,Saturday,February,2,Winter,7,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),"C-Star, Cataria",2,True,Vantek Warehouse,Vantek Warehouse,False,111,Medium (50-150),True,Techno,Techno,1,5,/events/2100977,VTK 165,False
"GHOST: CUPIDS CASTLE with Beau Bonez, Xiumei, EtOH, VioletNoise",2025-02-15,2025-02-15 22:00:00,2025-02-16 02:00:00,Saturday,February,2,Winter,7,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Xiumei, EtOH, VioletNoise",3,True,Gorg-O-Mish,Gorg-O-Mish,False,71,Medium (50-150),True,"Trance, Techno",Trance,2,"2, 5",/events/2086649,GHOST,False
ZAP,2025-02-15,2025-02-15 23:00:00,2025-02-16 04:00:00,Saturday,February,2,Winter,7,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),ZAP! Deejays,1,True,TBA - Vancouver,Vancouver,True,27,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2090831,Other,False
"Digital Motion & 403DNB proudly presents: London Elektricity, LSB & DRS",2025-02-15,2025-02-15 21:30:00,2025-02-16 03:00:00,Saturday,February,2,Winter,7,True,21,Evening (5pm-10pm),5.5,Medium (3-6 hrs),"London Elektricity, LSB, DRS",3,True,The Red Room,The Red Room,False,6,Small (0-50),True,"Drum & Bass, Jungle",Drum & Bass,2,"4, 49",/events/2091794,Digital Motion & 403DNB proudly presents,False
Dice Friday Gyal-entines Edition,2025-02-15,2025-02-15 21:00:00,2025-02-16 00:00:00,Saturday,February,2,Winter,7,True,21,Evening (5pm-10pm),3.0,Medium (3-6 hrs),Tank Gyal,1,True,Boogie Van,Boogie Van,False,1,Small (0-50),True,"Club, Dancehall",Club,2,"39, 40",/events/2102195,Dice Friday Gyal,False
Gorg-O-Mish Presents: Mieke James & LAW,2025-02-15,2025-02-15 02:00:00,2025-02-16 08:00:00,Saturday,February,2,Winter,7,True,2,Late Night (10pm-6am),30.0,Long (6+ hrs),L.A.W. (CA),1,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Progressive House, Tech House",Progressive House,2,"1, 15",/events/2104512,Gorg-O-Mish Presents,False
"VTK 166: QUARANTUNES, IGGY, WANGO",2025-02-16,2025-02-16 22:00:00,2025-02-17 04:00:00,Sunday,February,2,Winter,7,True,22,Late Night (10pm-6am),6.0,Long (6+ hrs),QuaranTünes,1,True,Vantek Warehouse,Vantek Warehouse,False,244,Large (150-300),True,"Techno, Tech House",Techno,2,"5, 15",/events/2088497,VTK 166,False
Nordic Trax: RELEASE: Family Day Sunday,2025-02-16,2025-02-16 22:00:00,2025-02-17 03:00:00,Sunday,February,2,Winter,7,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Ricco (CAN), Jesse Hills",2,True,"TBA - The Penthouse Nightclub (Upstairs), 1019 Seymour St, Vancouver BC","The Penthouse Nightclub (Upstairs), 1019 Seymour St, Vancouver BC",True,39,Small (0-50),True,"Deep House, Disco",Deep House,2,"20, 21",/events/2092318,Nordic Trax,False
"Indoor Music with Dane, Liam Butler, and DJ D.DEE",2025-02-16,2025-02-16 21:00:00,2025-02-17 02:00:00,Sunday,February,2,Winter,7,True,21,Evening (5pm-10pm),5.0,Medium (3-6 hrs),"Dane, Pender Street Steppers, DJ D.Dee",3,True,The Lido,The Lido,False,12,Small (0-50),True,"Downtempo, Balearic",Downtempo,2,"22, 35",/events/2094988,Other,False
Gorg-O-Mish Presents: Return Of The Jaded & Stund,2025-02-16,2025-02-16 02:00:00,2025-02-17 08:00:00,Sunday,February,2,Winter,7,True,2,Late Night (10pm-6am),30.0,Long (6+ hrs),Return Of The Jaded,1,True,Gorg-O-Mish,Gorg-O-Mish,False,0,No data,False,"Techno, House",Techno,2,"5, 6",/events/2095849,Gorg-O-Mish Presents,False
Gorg-O-Mish Presents: EØ & Darren Regan,2025-02-17,2025-02-17 02:00:00,2025-02-17 08:00:00,Monday,February,2,Winter,8,False,2,Late Night (10pm-6am),6.0,Long (6+ hrs),,0,False,Gorg-O-Mish,Gorg-O-Mish,False,0,No data,False,"Techno, Tech House",Techno,2,"5, 15",/events/2102027,Gorg-O-Mish Presents,False
Stephlon Pine 01,2025-02-18,2025-02-18 19:00:00,2025-02-18 23:59:00,Tuesday,February,2,Winter,8,False,19,Evening (5pm-10pm),4.983333333333333,Medium (3-6 hrs),,0,False,The Cobalt,The Cobalt,False,14,Small (0-50),True,"Pop, Electronica",Pop,2,"30, 75",/events/2086769,Other,False
BREAK CLUB - LEON V (OPEN TO CLOSE),2025-02-20,2025-02-20 23:00:00,2025-02-21 02:00:00,Thursday,February,2,Winter,8,False,23,Late Night (10pm-6am),3.0,Medium (3-6 hrs),,0,False,Fortune Sound Club,Fortune Sound Club,False,60,Medium (50-150),True,Minimal Techno,Minimal Techno,1,77,/events/2093760,BREAK CLUB,False
THE CAGE PROJECT: ULTIMATE,2025-02-21,2025-02-21 22:00:00,2025-02-23 08:00:00,Friday,February,2,Winter,8,True,22,Late Night (10pm-6am),34.0,Long (6+ hrs),"ØTTA, A*S*Y*S (2), Atroxx, Shanixx, ALOKIN, Behrad Tehrani, Fizch, Bÿständer, C-Star, Cataria, Deimos & Phobos, HEU (CA), Jay Di, Marist, MED!C, Paganism, Serket, POPU",18,True,Industrial 236,Industrial 236,False,716,Very Large (300+),True,Techno,Techno,1,5,/events/2066864,THE CAGE PROJECT,False
Bambii with adam b2b ṣayọ̀,2025-02-21,2025-02-21 23:00:00,2025-02-22 03:00:00,Friday,February,2,Winter,8,True,23,Late Night (10pm-6am),4.0,Medium (3-6 hrs),Bambii,1,True,TBA - Vancouver,Vancouver,True,380,Very Large (300+),True,,Unknown,0,,/events/2083958,Other,False
"VTK167: SLAB | Evan Baggs, INNEZZ, SUPER/POLITE",2025-02-21,2025-02-21 23:00:00,2025-02-22 05:00:00,Friday,February,2,Winter,8,True,23,Late Night (10pm-6am),6.0,Long (6+ hrs),"Evan Baggs, INNEZZ",2,True,Vantek Warehouse,Vantek Warehouse,False,127,Medium (50-150),True,"Techno, House",Techno,2,"5, 6",/events/2079855,VTK167,False
Salvation,2025-02-21,2025-02-21 18:30:00,2025-02-21 23:00:00,Friday,February,2,Winter,8,True,18,Evening (5pm-10pm),4.5,Medium (3-6 hrs),DJ Trustworthy,1,True,648 Kingsway,648 Kingsway,False,17,Small (0-50),True,"Techno, Jungle",Techno,2,"5, 49",/events/2092848,Other,False
Trust Me 01: Teen Daze (Four Hour DJ Set),2025-02-21,2025-02-21 18:00:00,2025-02-21 22:00:00,Friday,February,2,Winter,8,True,18,Evening (5pm-10pm),4.0,Medium (3-6 hrs),Teen Daze,1,True,TBA - Sidekick Brewing,Sidekick Brewing,True,5,Small (0-50),True,"House, Balearic",House,2,"6, 35",/events/2095844,Trust Me 01,False
OPEN DECKS NITE: BHM EDITION,2025-02-21,2025-02-21 22:00:00,2025-02-22 02:00:00,Friday,February,2,Winter,8,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),,0,False,The Birdhouse,The Birdhouse,False,1,Small (0-50),True,"Club, Electronica",Club,2,"39, 75",/events/2107264,OPEN DECKS NITE,False
DEPARTAMENTO,2025-02-21,2025-02-21 23:59:00,2025-02-22 06:00:00,Friday,February,2,Winter,8,True,23,Late Night (10pm-6am),6.016666666666667,Long (6+ hrs),,0,False,TBA - 455 GRANVILLE ST,455 GRANVILLE ST,True,0,No data,False,"House, Disco",House,2,"6, 21",/events/2107270,Other,False
THE CAGE PROJECT: ULTIMATE,2025-02-21,2025-02-21 22:00:00,2025-02-23 08:00:00,Friday,February,2,Winter,8,True,22,Late Night (10pm-6am),34.0,Long (6+ hrs),"ØTTA, A*S*Y*S (2), Atroxx, Shanixx, ALOKIN, Behrad Tehrani, Fizch, Bÿständer, C-Star, Cataria, Deimos & Phobos, HEU (CA), Jay Di, Marist, MED!C, Paganism, Serket, POPU",18,True,Industrial 236,Industrial 236,False,716,Very Large (300+),True,Techno,Techno,1,5,/events/2066864,THE CAGE PROJECT,False
A. Deeplove: Andrew VanWyngarden of MGMT (DJ Set) & Paradise Boyz,2025-02-22,2025-02-22 23:00:00,2025-02-23 03:00:00,Saturday,February,2,Winter,8,True,23,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"DJ Express, Küt",2,True,TBA - Vancouver,Vancouver,True,382,Very Large (300+),True,,Unknown,0,,/events/2083966,A. Deeplove,False
"Elena Colombi, ZDBT b2b dj_2button - Weirdos inc. Records",2025-02-22,2025-02-22 23:00:00,2025-02-23 04:00:00,Saturday,February,2,Winter,8,True,23,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Elena Colombi, ZDBT, dj_2button",3,True,TBA - PANGEA (address on day of event),PANGEA (address on day of event),True,97,Medium (50-150),True,"Techno, Experimental",Techno,2,"5, 25",/events/2085551,"Elena Colombi, ZDBT b2b dj_2button",False
Maple Secret Society,2025-02-22,2025-02-22 22:00:00,2025-02-23 03:00:00,Saturday,February,2,Winter,8,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),,0,False,The Astoria,The Astoria,False,39,Small (0-50),True,"House, Minimal Techno",House,2,"6, 77",/events/2102175,Other,False
Teflon Spine 13,2025-02-22,2025-02-22 19:00:00,2025-02-22 23:59:00,Saturday,February,2,Winter,8,True,19,Evening (5pm-10pm),4.983333333333333,Medium (3-6 hrs),,0,False,Red Gate Arts Society,Red Gate Arts Society,False,21,Small (0-50),True,"Experimental, Noise",Experimental,2,"25, 54",/events/2076583,Other,False
"STEP OUT @ VANTEK: DJ dood, Nick Wisdom b2b Thomas Maxey, James C, Siri, Kraang",2025-02-22,2025-02-22 22:00:00,2025-02-23 05:00:00,Saturday,February,2,Winter,8,True,22,Late Night (10pm-6am),7.0,Long (6+ hrs),"DJ dood, Nick Wisdom, Maxey, Kraang, Schemmatic",5,True,Vantek Warehouse,Vantek Warehouse,False,19,Small (0-50),True,"House, Garage",House,2,"6, 13",/events/2072448,STEP OUT @ VANTEK,False
Beginner Dj Workshop - No Experience Needed,2025-02-22,2025-02-22 03:00:00,2025-02-22 06:00:00,Saturday,February,2,Winter,8,True,3,Late Night (10pm-6am),3.0,Medium (3-6 hrs),RAMMIE,1,True,Red Bull Vancouver Office,Red Bull Vancouver Office,False,7,Small (0-50),True,,Unknown,0,,/events/2107260,Beginner Dj Workshop,False
ANCIENT FREQUENCY,2025-02-22,2025-02-22 22:00:00,2025-02-23 06:00:00,Saturday,February,2,Winter,8,True,22,Late Night (10pm-6am),8.0,Long (6+ hrs),,0,False,TBA - Vancouver,Vancouver,True,5,Small (0-50),True,Psytrance,Psytrance,1,76,/events/2078302,Other,False
MR TOUT LE MONDE,2025-02-22,2025-02-22 22:00:00,2025-02-23 03:00:00,Saturday,February,2,Winter,8,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),,0,False,Celebrities Night Club,Celebrities Night Club,False,1,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2090756,Other,False
Sesh 2,2025-02-22,2025-02-22 23:00:00,2025-02-23 07:00:00,Saturday,February,2,Winter,8,True,23,Late Night (10pm-6am),8.0,Long (6+ hrs),"raen, Binks (CA), Carlos Luna",3,True,TBA - SOMA MUSIC HUB,SOMA MUSIC HUB,True,1,Small (0-50),True,"Progressive House, Deep House",Progressive House,2,"1, 20",/events/2104905,Other,False
VMO Spring Concert,2025-02-22,2025-02-22 19:30:00,2025-02-22 22:00:00,Saturday,February,2,Winter,8,True,19,Evening (5pm-10pm),2.5,Short (< 3 hrs),,0,False,Orpheum,Orpheum,False,0,No data,False,Classical,Classical,1,38,/events/2096796,Other,False
Gorg-O-Mish Presents: Edward Lane & Höwley,2025-02-22,2025-02-22 02:00:00,2025-02-22 08:00:00,Saturday,February,2,Winter,8,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),Edward Lane,1,True,Gorg-O-Mish,Gorg-O-Mish,False,0,No data,False,"Techno, House",Techno,2,"5, 6",/events/2107261,Gorg-O-Mish Presents,False
Gorg-O-Mish Presents: Saif Ali & Andrew Dunn,2025-02-23,2025-02-23 02:00:00,2025-02-23 08:00:00,Sunday,February,2,Winter,8,True,2,Late Night (10pm-6am),6.0,Long (6+ hrs),"Saif Ali, Andrew Dunn",2,True,Gorg-O-Mish,Gorg-O-Mish,False,1,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2107263,Gorg-O-Mish Presents,False
SUNDAY ORBIT,2025-02-23,2025-02-23 19:00:00,2025-02-23 22:00:00,Sunday,February,2,Winter,8,True,19,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,Lobe Studio,Lobe Studio,False,0,No data,False,"Ambient, Downtempo",Ambient,2,"19, 22",/events/2109024,Other,False
"BREAK CLUB - LLUGCHA, ANARCHIQUE",2025-02-27,2025-02-27 22:00:00,2025-02-28 02:00:00,Thursday,February,2,Winter,9,False,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),Anarchique,1,True,Fortune Sound Club,Fortune Sound Club,False,70,Medium (50-150),True,House,House,1,6,/events/2093762,BREAK CLUB,False
Dice Thursdays with Kenchington & Momantix,2025-02-27,2025-02-27 20:00:00,2025-02-27 23:59:00,Thursday,February,2,Winter,9,False,20,Evening (5pm-10pm),3.9833333333333334,Medium (3-6 hrs),,0,False,Boogie Van,Boogie Van,False,0,No data,False,"Funk / Soul, Electronica",Funk / Soul,2,"26, 75",/events/2112735,Other,False
"FS03 - Cinthie (Extended Set), Max Ulis, DJ dood, ARMAN2 B2B IGNASI",2025-02-28,2025-02-28 23:00:00,2025-03-01 08:00:00,Friday,February,2,Winter,9,True,23,Late Night (10pm-6am),9.0,Long (6+ hrs),"Cinthie, Max Ulis, DJ dood",3,True,Industrial 236,Industrial 236,False,581,Very Large (300+),True,House,House,1,6,/events/2043478,FS03,False
Lovefoxy & DJ Express,2025-02-28,2025-02-28 23:00:00,2025-03-01 03:00:00,Friday,February,2,Winter,9,True,23,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"LOVEFOXY, DJ Express",2,True,TBA - Vancouver,Vancouver,True,273,Large (150-300),True,,Unknown,0,,/events/2074934,Other,False
Club Mustang: SUPERSTAR,2025-02-28,2025-02-28 21:30:00,2025-03-01 02:00:00,Friday,February,2,Winter,9,True,21,Evening (5pm-10pm),4.5,Medium (3-6 hrs),"esme2k, mykissera, starbaby",3,True,Calabash Bistro,Calabash Bistro,False,40,Small (0-50),True,"Electro, Ghetto Tech",Electro,2,"16, 69",/events/2017652,Club Mustang,False
DJ LAG - Njoki Njoki - Drac - Rammie,2025-02-28,2025-02-28 22:00:00,2025-03-01 04:30:00,Friday,February,2,Winter,9,True,22,Late Night (10pm-6am),6.5,Long (6+ hrs),"DJ LAG, Njoki Njoki, RAMMIE",3,True,Vantek Warehouse,Vantek Warehouse,False,130,Medium (50-150),True,"Gqom, Amapiano",Gqom,2,"45, 61",/events/2089246,DJ LAG,False
Buddy System,2025-02-28,2025-02-28 22:00:00,2025-03-01 03:00:00,Friday,February,2,Winter,9,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"allbeings, proche, VioletNoise",3,True,TBA - The Well - 2111 Main St.,The Well - 2111 Main St.,True,38,Small (0-50),True,"Techno, Psytrance",Techno,2,"5, 76",/events/2081805,Other,False
Notre Dame,2025-02-28,2025-02-28 22:00:00,2025-03-01 02:00:00,Friday,February,2,Winter,9,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),Notre Dame,1,True,Village Studios,Village Studios,False,6,Small (0-50),True,,Unknown,0,,/events/2090752,Other,False
Tommy Holohan,2025-02-28,2025-02-28 22:00:00,2025-03-01 02:00:00,Friday,February,2,Winter,9,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"Tommy Holohan, Donna Crooner, buny",3,True,Fortune Sound Club,Fortune Sound Club,False,5,Small (0-50),True,,Unknown,0,,/events/2111249,Other,False
Translinear Light: The Music of Alice Coltrane,2025-02-28,2025-02-28 20:00:00,2025-02-28 23:00:00,Friday,February,2,Winter,9,True,20,Evening (5pm-10pm),3.0,Medium (3-6 hrs),,0,False,The Chan Centre for the Performing Arts,The Chan Centre for the Performing Arts,False,1,Small (0-50),True,"Experimental, Jazz",Experimental,2,"25, 29",/events/2102158,Translinear Light,False
Cheap and Cheerful // queer dance party,2025-02-28,2025-02-28 22:00:00,2025-03-01 02:00:00,Friday,February,2,Winter,9,True,22,Late Night (10pm-6am),4.0,Medium (3-6 hrs),Andre Rose,1,True,The Birdhouse,The Birdhouse,False,0,No data,False,"Club, Electronica",Club,2,"39, 75",/events/2114701,Other,False
"The Final Dance: DJ Python, Scott W. & CZ Wang",2025-03-01,2025-03-01 23:00:00,2025-03-02 03:00:00,Saturday,March,3,Spring,9,True,23,Late Night (10pm-6am),4.0,Medium (3-6 hrs),"DJ Python, Scott W., CZ Wang",3,True,TBA - Vancouver,Vancouver,True,410,Very Large (300+),True,,Unknown,0,,/events/2083970,The Final Dance,False
"VTK168: FOG -  Ø [Phase], .VRIL, ZDBT, PØPU",2025-03-01,2025-03-01 23:00:00,2025-03-02 06:00:00,Saturday,March,3,Spring,9,True,23,Late Night (10pm-6am),7.0,Long (6+ hrs),"Ø [Phase], .VRIL, ZDBT, POPU",4,True,Industrial 236,Industrial 236,False,283,Large (150-300),True,Techno,Techno,1,5,/events/2048052,VTK168,False
Sasha - Vancouver,2025-03-01,2025-03-01 22:00:00,2025-03-02 03:00:00,Saturday,March,3,Spring,9,True,22,Late Night (10pm-6am),5.0,Medium (3-6 hrs),"Sasha, Kevin Shiu, Binks (CA)",3,True,Celebrities Night Club,Celebrities Night Club,False,25,Small (0-50),True,"Progressive House, Trance",Progressive House,2,"1, 2",/events/2101021,Sasha,False
BDrive: DJ SWISHA,2025-03-01,2025-03-01 22:00:00,2025-03-02 02:30:00,Saturday,March,3,Spring,9,True,22,Late Night (10pm-6am),4.5,Medium (3-6 hrs),"DJ SWISHA, mykissera",2,True,The Hargrove,The Hargrove,False,163,Large (150-300),True,"Club, Footwork",Club,2,"39, 44",/events/2099596,BDrive,False
Liminal Space Ep.12 w HiROSE,2025-03-01,2025-03-01 16:00:00,2025-03-01 18:00:00,Saturday,March,3,Spring,9,True,16,Afternoon (12pm-5pm),2.0,Short (< 3 hrs),"HiROSE, Bronsön",2,True,TBA - Bside Radio,Bside Radio,True,5,Small (0-50),True,Techno,Techno,1,5,/events/2108363,Other,False
LULLABOYS,2025-03-01,2025-03-01 23:59:00,2025-03-02 07:00:00,Saturday,March,3,Spring,9,True,23,Late Night (10pm-6am),7.016666666666667,Long (6+ hrs),,0,False,TBA - 455 GRANVILLE ST,455 GRANVILLE ST,True,3,Small (0-50),True,"Techno, House",Techno,2,"5, 6",/events/2114697,Other,False
Synesthesia #13 @Bside Radio,2025-03-01,2025-03-01 18:00:00,2025-03-01 20:00:00,Saturday,March,3,Spring,9,True,18,Evening (5pm-10pm),2.0,Short (< 3 hrs),The Ryze,1,True,The Beaumont Studios,The Beaumont Studios,False,2,Small (0-50),True,"House, Experimental",House,2,"6, 25",/events/2114488,Other,False
